2	-1.15246	-0.411715	-0.0530005	299	100
3	-1.15246	-0.411715	-0.0530005	299	100
4	-1.15246	-0.411715	-0.0530005	299	100
5	-1.03193	-0.959902	0.418033	299	100
6	-1.03193	-0.959902	0.418033	299	100
7	-1.03193	-0.959902	0.418033	299	100
8	-1.03193	-0.959902	0.418033	299	100
9	-1.03739	-1.20973	1.37697	299	101
10	-0.948232	-0.81984	2.12074	300	102
11	-1.5198	-0.575991	2.90292	299	102
12	-1.5198	-0.575991	2.90292	299	102
13	-1.5198	-0.575991	2.90292	299	102
14	-1.5198	-0.575991	2.90292	299	102
15	-1.5198	-0.575991	2.90292	299	102
16	-1.5198	-0.575991	2.90292	299	102
17	-1.59319	-0.967984	3.7454	299	103
18	-1.59319	-0.967984	3.7454	299	103
19	-1.59319	-0.967984	3.7454	299	103
20	-1.59319	-0.967984	3.7454	299	103
21	-1.59319	-0.967984	3.7454	299	103
22	-1.59319	-0.967984	3.7454	299	103
23	-1.59319	-0.967984	3.7454	299	103
24	-1.59319	-0.967984	3.7454	299	103
25	-1.09677	-1.08733	4.57755	299	104
26	-0.231567	-1.14808	4.81691	300	104
27	-0.722247	-1.43985	5.36926	300	105
28	-0.722247	-1.43985	5.36926	300	105
29	0.270759	-1.4655	5.41059	300	105
30	0.730503	-0.896181	5.31223	300	105
31	0.730503	-0.896181	5.31223	300	105
32	1.01753	-1.04851	6.22115	301	106
33	1.01753	-1.04851	6.22115	301	106
34	1.01753	-1.04851	6.22115	301	106
35	1.01753	-1.04851	6.22115	301	106
36	1.01753	-1.04851	6.22115	301	106
37	1.13913	-0.952564	6.23379	301	106
38	1.13913	-0.952564	6.23379	301	106
39	1.13913	-0.952564	6.23379	301	106
40	1.13913	-0.952564	6.23379	301	106
41	1.13913	-0.952564	6.23379	301	106
42	1.13913	-0.952564	6.23379	301	106
43	1.2271	-0.758169	6.20677	301	106
44	1.2271	-0.758169	6.20677	301	106
45	1.2271	-0.758169	6.20677	301	106
46	1.27292	-0.966388	6.40938	301	106
47	1.84101	-1.23968	6.84919	301	106
48	1.84101	-1.23968	6.84919	301	106
49	2.05349	-1.26838	7.79617	302	107
50	2.05349	-1.26838	7.79617	302	107
51	2.05349	-1.26838	7.79617	302	107
52	2.05349	-1.26838	7.79617	302	107
53	1.53618	-2.08084	7.52851	301	107
54	1.32416	-3.04768	7.38957	301	107
55	1.12467	-4.01228	7.22137	301	107
56	0.410186	-4.50098	7.11102	300	107
57	0.410186	-4.50098	7.11102	300	107
58	0.410186	-4.50098	7.11102	300	107
59	0.410186	-4.50098	7.11102	300	107
60	0.410186	-4.50098	7.11102	300	107
61	0.410186	-4.50098	7.11102	300	107
62	0.410186	-4.50098	7.11102	300	107
63	0.410186	-4.50098	7.11102	300	107
64	0.410186	-4.50098	7.11102	300	107
65	-0.409613	-4.71629	7.54596	300	107
66	-0.992421	-4.67831	7.5417	300	107
67	-1.41218	-5.3454	6.92911	299	106
68	-1.89241	-5.91787	6.28483	299	106
69	-1.89241	-5.91787	6.28483	299	106
70	-2.08243	-6.39665	6.28327	298	106
71	-1.88406	-7.07359	6.1094	299	106
72	-1.80806	-7.33057	5.17502	299	105
73	-1.80806	-7.33057	5.17502	299	105
74	-2.25833	-7.99933	4.58892	298	104
75	-2.25833	-7.99933	4.58892	298	104
76	-2.49611	-8.12778	4.40847	298	104
77	-2.49611	-8.12778	4.40847	298	104
